#LGA 1:feature_DeepQA 2:feature_RF_SRS 3:feature_RWplus 4:feature_voronota 5:feature_dope 6:feature_proq2 7:feature_proq3_lowres 8:feature_proq3_highres 9:feature_proq3 10:feature_OPUS 11:feature_total_surf 12:feature_ss_sim 13:feature_solvent 14:feature_weighted 15:feature_euclidean 16:feature_ss_penalty 17:feature_SBROD 18:feature_dncon2_short-range 19:feature_dncon2_medium-range 20:feature_dncon2_long-range
0 1:0.57135 2:0.683516702297191 3:0.695036215797595 4:0.269968 5:0.746762690065863 6:0.429733 7:0.336983 8:0.296257 9:0.289171 10:0.953324606794429 11:0.738606557377049 12:0.506849315068493 13:0.698630136986301 14:0.745157367565426 15:0.81405881988119 16:0.684931506849315 17:1.2724135001 18:0.2 19:0.2 20:0.0667 #1AIL:model_61
0 1:0.65217 2:0.692984568606944 3:0.702778880669973 4:0.249119 5:0.757133644866696 6:0.429449 7:0.432688 8:0.371532 9:0.307002 10:0.958841094779597 11:0.733688524590164 12:0.602739726027397 13:0.767123287671233 14:0.741821463652771 15:0.819679435316613 16:0.732876712328767 17:1.23491706769 18:0.1333 19:0.2667 20:0.1333 #1AIL:model_13046
0 1:0.58232 2:0.696820802855156 3:0.629571195538228 4:0.252214 5:0.690289829240578 6:0.471002 7:0.346391 8:0.256902 9:0.332001 10:0.940107148743776 11:0.704754098360656 12:0.671232876712329 13:0.698630136986301 14:0.712192607243743 15:0.799034560548535 16:0.767123287671233 17:1.24280467651 18:0.0667 19:0 20:0.0667 #1AIL:model_6377
0 1:0.65736 2:0.704466996436175 3:0.651067106561915 4:0.261688 5:0.702385021147655 6:0.432776 7:0.37078 8:0.265252 9:0.321712 10:0.945415499151208 11:0.731885245901639 12:0.712328767123288 13:0.73972602739726 14:0.743610303751182 15:0.821618934478014 16:0.787671232876712 17:1.28204827897 18:0.2667 19:0.1333 20:0.1333 #1AIL:model_45857
0 1:0.62577 2:0.689422675387234 3:0.665096961389416 4:0.262197 5:0.700699673526503 6:0.409322 7:0.302793 8:0.265118 9:0.280957 10:0.930535106071963 11:0.747377049180328 12:0.684931506849315 13:0.808219178082192 14:0.758981621419167 15:0.830752031095327 16:0.801369863013699 17:1.26609847854 18:0 19:0 20:0.2 #1AIL:model_48592
0 1:0.60651 2:0.698093300872221 3:0.682074460005418 4:0.27904 5:0.72910537844833 6:0.549129 7:0.470049 8:0.448645 9:0.436926 10:0.935391449034567 11:0.730819672131148 12:0.726027397260274 13:0.657534246575342 14:0.742540322204983 15:0.821573517370514 16:0.794520547945205 17:1.22426454488 18:0.2667 19:0.2 20:0.3333 #1AIL:model_51367
0 1:0.4397 2:0.680611759241791 3:0.580896900611315 4:0.164151 5:0.613195785619595 6:0.204186 7:0.114947 8:0.0355093 9:0.0949134 10:0.919276788088275 11:0.710983606557377 12:0.657534246575342 13:0.602739726027397 14:0.727301625217261 15:0.816408206037129 16:0.780821917808219 17:1.187055681 18:0.0667 19:0.0667 20:0 #1AIL:model_42313
0 1:0.54304 2:0.668513619341583 3:0.632890694060001 4:0.224974 5:0.676597394735181 6:0.530965 7:0.383443 8:0.311816 9:0.376692 10:0.935025584078558 11:0.72172131147541 12:0.73972602739726 13:0.575342465753425 14:0.725123243010603 15:0.820274886509284 16:0.801369863013699 17:1.26630564057 18:0.0667 19:0.0667 20:0.3333 #1AIL:model_49108
0 1:0.53489 2:0.686240899050326 3:0.674297195078858 4:0.216552 5:0.719618966605644 6:0.424847 7:0.445441 8:0.339268 9:0.387198 10:0.935966534364958 11:0.731311475409836 12:0.684931506849315 13:0.63013698630137 14:0.742717088351766 15:0.818864514047786 16:0.773972602739726 17:1.20577040995 18:0.2 19:0.2 20:0.4 #1AIL:model_25026
0 1:0.54443 2:0.693507072347497 3:0.646574805180273 4:0.278587 5:0.688766512530775 6:0.411514 7:0.355642 8:0.429869 9:0.341887 10:0.930353797788929 11:0.723114754098361 12:0.671232876712329 13:0.616438356164384 14:0.7354830127965 15:0.824980605014264 16:0.767123287671233 17:1.25037100673 18:0.3333 19:0.2 20:0.1333 #1AIL:model_11131
0 1:0.59272 2:0.686989927337301 3:0.68039392896265 4:0.2755 5:0.725936014666583 6:0.361659 7:0.358494 8:0.220169 9:0.256589 10:0.9434920913736 11:0.750819672131148 12:0.794520547945205 13:0.643835616438356 14:0.758992514456361 15:0.829067411656054 16:0.835616438356164 17:1.24023610716 18:0.2 19:0 20:0 #1AIL:model_46236
0 1:0.70605 2:0.709991683796076 3:0.693963998869245 4:0.230295 5:0.755017276581866 6:0.4797 7:0.506985 8:0.476619 9:0.402043 10:0.941911208268717 11:0.733770491803279 12:0.767123287671233 13:0.73972602739726 14:0.741425826630856 15:0.826290123529094 16:0.821917808219178 17:1.26655735353 18:0.2667 19:0.2 20:0.2667 #1AIL:model_41215
0 1:0.57285 2:0.706860815107767 3:0.668998530606957 4:0.343255 5:0.729941373755866 6:0.547722 7:0.370563 8:0.287749 9:0.406041 10:0.929070443140543 11:0.730245901639344 12:0.643835616438356 13:0.698630136986301 14:0.741934796285974 15:0.818596128841739 16:0.753424657534247 17:1.25324680047 18:0.0667 19:0 20:0 #1AIL:model_5659
0 1:0.46474 2:0.66656996145412 3:0.639513271652199 4:0.215955 5:0.680428136481283 6:0.361337 7:0.34639 8:0.255658 9:0.243485 10:0.920697056357159 11:0.729918032786885 12:0.63013698630137 13:0.643835616438356 14:0.7400641287296 15:0.827035579496208 16:0.746575342465753 17:1.22509586023 18:0.1333 19:0.1333 20:0.0667 #1AIL:model_22037
0 1:0.65999 2:0.698972061554013 3:0.674632540430394 4:0.301328 5:0.727315126885929 6:0.483946 7:0.400555 8:0.32905 9:0.387219 10:0.950935355837056 11:0.720409836065574 12:0.684931506849315 13:0.753424657534247 14:0.731559792628514 15:0.822461482656132 16:0.787671232876712 17:1.29588233765 18:0.1333 19:0.2 20:0.3333 #1AIL:model_38199
0 1:0.62951 2:0.688234604855701 3:0.682992740256069 4:0.280714 5:0.736232118868758 6:0.440705 7:0.44732 8:0.369769 9:0.336283 10:0.958130298936092 11:0.750327868852459 12:0.602739726027397 13:0.657534246575342 14:0.753802050485938 15:0.821439351577912 16:0.73972602739726 17:1.2433672267 18:0.0667 19:0.1333 20:0.4 #1AIL:model_52080
0 1:0.52479 2:0.690013474588051 3:0.616600712316988 4:0.273581 5:0.650842544346948 6:0.403942 7:0.284967 8:0.212846 9:0.265873 10:0.924672965334867 11:0.737049180327869 12:0.643835616438356 13:0.698630136986301 14:0.739554278622228 15:0.824599175783397 16:0.753424657534247 17:1.20530279665 18:0.0667 19:0.0667 20:0 #1AIL:model_10660
0 1:0.49104 2:0.68281648546152 3:0.635342866111497 4:0.260641 5:0.678317419144414 6:0.371355 7:0.29707 8:0.261485 9:0.264536 10:0.932332668817021 11:0.736229508196721 12:0.63013698630137 13:0.63013698630137 14:0.745371140007736 15:0.823221071129685 16:0.780821917808219 17:1.25202209351 18:0.2 19:0.1333 20:0.1333 #1AIL:model_10545
0 1:0.63035 2:0.683268529925245 3:0.708453282724178 4:0.331193 5:0.762566150074701 6:0.410122 7:0.40327 8:0.311671 9:0.325569 10:0.935451604403854 11:0.750491803278688 12:0.643835616438356 13:0.684931506849315 14:0.753909643116459 15:0.832991431669322 16:0.76027397260274 17:1.26827472537 18:0.1333 19:0 20:0 #1AIL:model_35460
0 1:0.55772 2:0.695242279352775 3:0.687041707617286 4:0.318658 5:0.744354111272437 6:0.519307 7:0.438411 8:0.291063 9:0.399919 10:0.939747299324696 11:0.738360655737705 12:0.712328767123288 13:0.643835616438356 14:0.74686049666066 15:0.828643054708285 16:0.787671232876712 17:1.34673172965 18:0.3333 19:0 20:0.2 #1AIL:model_6489
0 1:0.55772 2:0.675820824976316 3:0.627890872153971 4:0.210992 5:0.66993666014351 6:0.413489 7:0.370796 8:0.217463 9:0.289918 10:0.929228772072509 11:0.715901639344262 12:0.698630136986301 13:0.684931506849315 14:0.72754533986143 15:0.804720249340835 16:0.780821917808219 17:1.2454366203 18:0.2667 19:0.2 20:0.0667 #1AIL:model_43314
0 1:0.56086 2:0.683922630420421 3:0.656469041272571 4:0.237648 5:0.70066761673295 6:0.454969 7:0.341707 8:0.345937 9:0.391933 10:0.948123814187283 11:0.736639344262295 12:0.73972602739726 13:0.575342465753425 14:0.747557732943556 15:0.816775647033541 16:0.801369863013699 17:1.25206416359 18:0.0667 19:0 20:0.2 #1AIL:model_42387
0 1:0.64598 2:0.705335710826782 3:0.682411968044382 4:0.337635 5:0.73724504324222 6:0.579212 7:0.493456 8:0.4188 9:0.432408 10:0.94490850969885 11:0.740573770491803 12:0.73972602739726 13:0.726027397260274 14:0.74835969526824 15:0.829664351534873 16:0.821917808219178 17:1.27266435614 18:0.1333 19:0 20:0.2667 #1AIL:model_43310
0 1:0.58109 2:0.689588245993872 3:0.644129779738277 4:0.237624 5:0.694170197483324 6:0.515933 7:0.452315 8:0.339223 9:0.37062 10:0.924873643646811 11:0.715983606557377 12:0.726027397260274 13:0.657534246575342 14:0.719498217838371 15:0.812156947229019 16:0.794520547945205 17:1.22823028167 18:0.1333 19:0 20:0.1333 #1AIL:model_41323
0 1:0.63249 2:0.709568966774693 3:0.671667571820634 4:0.285822 5:0.723506835216632 6:0.491695 7:0.503898 8:0.406117 9:0.453532 10:0.943995832436016 11:0.723114754098361 12:0.643835616438356 13:0.726027397260274 14:0.734702420208315 15:0.821068248553166 16:0.767123287671233 17:1.27275501667 18:0.1333 19:0.2667 20:0.3333 #1AIL:model_48692
0 1:0.44017 2:0.677638665624557 3:0.585717926477344 4:0.147978 5:0.623726408265472 6:0.17091 7:0.133965 8:0.0647903 9:0.038961 10:0.928781817678701 11:0.712950819672131 12:0.616438356164384 13:0.589041095890411 14:0.721104968125206 15:0.824253629641679 16:0.73972602739726 17:1.24568083008 18:0.1333 19:0 20:0 #1AIL:model_36432
0 1:0.60305 2:0.695498169981122 3:0.648895118905994 4:0.287523 5:0.703132294994003 6:0.51834 7:0.301948 8:0.264207 9:0.356229 10:0.935219404678403 11:0.71672131147541 12:0.712328767123288 13:0.712328767123288 14:0.725848353456343 15:0.817477479722528 16:0.801369863013699 17:1.27109753512 18:0.0667 19:0.2 20:0.1333 #1AIL:model_40243
0 1:0.61021 2:0.691159427975772 3:0.665783801222629 4:0.286185 5:0.725323441281064 6:0.44896 7:0.377048 8:0.327223 9:0.386691 10:0.939935465319828 11:0.72655737704918 12:0.684931506849315 13:0.712328767123288 14:0.736834527482536 15:0.825769136822003 16:0.773972602739726 17:1.23670637433 18:0.2 19:0.2 20:0.4 #1AIL:model_31055
0 1:0.71058 2:0.701511744645689 3:0.715941751139589 4:0.306753 5:0.779596863413505 6:0.485585 7:0.351916 8:0.262986 9:0.300897 10:0.963371876883615 11:0.738934426229508 12:0.602739726027397 13:0.73972602739726 14:0.745616922690921 15:0.811698140092201 16:0.732876712328767 17:1.27237368898 18:0.1333 19:0.2 20:0 #1AIL:model_51071
0 1:0.62811 2:0.667145150264019 3:0.679224846346836 4:0.207185 5:0.731436743471582 6:0.287811 7:0.325585 8:0.253732 9:0.188151 10:0.952297634329947 11:0.729836065573771 12:0.643835616438356 13:0.808219178082192 14:0.740940506332803 15:0.81893136664205 16:0.753424657534247 17:1.25897200369 18:0.2 19:0.2 20:0.0667 #1AIL:model_12966
0 1:0.68385 2:0.692873769607052 3:0.673300213724543 4:0.303572 5:0.725829518128064 6:0.556727 7:0.471194 8:0.422041 9:0.421677 10:0.951319508025328 11:0.738032786885246 12:0.643835616438356 13:0.73972602739726 14:0.748625782954965 15:0.821704752361878 16:0.767123287671233 17:1.27499502749 18:0.0667 19:0.0667 20:0.2 #1AIL:model_44726
0 1:0.50357 2:0.683216163632445 3:0.644688331370216 4:0.216484 5:0.670092320876207 6:0.283964 7:0.237616 8:0.177424 9:0.205615 10:0.937172288586962 11:0.74483606557377 12:0.767123287671233 13:0.575342465753425 14:0.756125680013715 15:0.832222482196471 16:0.821917808219178 17:1.24524492556 18:0.0667 19:0 20:0.0667 #1AIL:model_10710
0 1:0.73929 2:0.710124314159504 3:0.724507447967585 4:0.308015 5:0.791192091724007 6:0.65262 7:0.631723 8:0.503778 9:0.542391 10:0.954350015219309 11:0.737377049180328 12:0.698630136986301 13:0.73972602739726 14:0.74774328996246 15:0.821899485009603 16:0.780821917808219 17:1.24267329598 18:0.2 19:0.2 20:0.4 #1AIL:model_52178
0 1:0.68091 2:0.712159364317061 3:0.676219688453339 4:0.332434 5:0.739661122509101 6:0.476819 7:0.368762 8:0.362933 9:0.368005 10:0.939746577460264 11:0.729754098360656 12:0.684931506849315 13:0.726027397260274 14:0.736115566552154 15:0.828512041749269 16:0.780821917808219 17:1.2846221498 18:0.0667 19:0.0667 20:0.2 #1AIL:model_3113
0 1:0.68696 2:0.688011268074751 3:0.717802039835569 4:0.277587 5:0.773840758685268 6:0.478521 7:0.384886 8:0.321087 9:0.370043 10:0.967717380450227 11:0.738360655737705 12:0.602739726027397 13:0.712328767123288 14:0.750094206684911 15:0.818000784043985 16:0.732876712328767 17:1.25482625913 18:0.1333 19:0.2 20:0.1333 #1AIL:model_39743
0 1:0.63127 2:0.694973154667773 3:0.667112832188836 4:0.273028 5:0.715209917303201 6:0.576813 7:0.493996 8:0.343696 9:0.460246 10:0.939147550292897 11:0.724508196721311 12:0.753424657534247 13:0.726027397260274 14:0.732419414338039 15:0.812954703946296 16:0.815068493150685 17:1.29194360679 18:0.2 19:0 20:0.1333 #1AIL:model_47590
0 1:0.55511 2:0.692027562772657 3:0.697473070707547 4:0.239814 5:0.74117776076847 6:0.418927 7:0.450841 8:0.372605 9:0.352849 10:0.940902643347237 11:0.747213114754098 12:0.712328767123288 13:0.671232876712329 14:0.755494375271724 15:0.827110571755368 16:0.787671232876712 17:1.25067410616 18:0.2 19:0.2 20:0.4667 #1AIL:model_6706
0 1:0.6504 2:0.697358569230393 3:0.655412237364398 4:0.248336 5:0.706189562527618 6:0.470157 7:0.353601 8:0.343677 9:0.323345 10:0.935803513314188 11:0.723934426229508 12:0.767123287671233 13:0.767123287671233 14:0.732569698665079 15:0.823033687572997 16:0.821917808219178 17:1.27771505816 18:0.0667 19:0.0667 20:0.3333 #1AIL:model_37155
0 1:0.65976 2:0.692590155078994 3:0.716287949975854 4:0.320906 5:0.780907289733392 6:0.520803 7:0.3832 8:0.270113 9:0.319735 10:0.969609748057282 11:0.739016393442623 12:0.547945205479452 13:0.726027397260274 14:0.747864846975248 15:0.813126056174311 16:0.705479452054795 17:1.25501317514 18:0.1333 19:0.2 20:0.0667 #1AIL:model_29638
0 1:0.68431 2:0.690195080621004 3:0.68746696044712 4:0.2967 5:0.74914748311344 6:0.60289 7:0.423245 8:0.388367 9:0.473923 10:0.944835721702012 11:0.723196721311475 12:0.684931506849315 13:0.753424657534247 14:0.735164753194798 15:0.825599448467478 16:0.773972602739726 17:1.3156969118 18:0.1333 19:0.2667 20:0.4 #1AIL:model_28990
0 1:0.64823 2:0.686703318241679 3:0.658400954840457 4:0.251891 5:0.700286016981251 6:0.389941 7:0.381145 8:0.249389 9:0.292147 10:0.936861285327745 11:0.732377049180328 12:0.780821917808219 13:0.753424657534247 14:0.739435008055217 15:0.816428705381889 16:0.828767123287671 17:1.25661941671 18:0.2667 19:0.0667 20:0.4 #1AIL:model_30608
0 1:0.65988 2:0.691983900045585 3:0.704516546013498 4:0.296561 5:0.760477060896829 6:0.508944 7:0.484567 8:0.437319 9:0.383421 10:0.946324326470408 11:0.736639344262295 12:0.657534246575342 13:0.753424657534247 14:0.746453604865355 15:0.822385214284253 16:0.76027397260274 17:1.27880212976 18:0.2667 19:0.2667 20:0.1333 #1AIL:model_19521
0 1:0.67812 2:0.694721610992343 3:0.717246857265692 4:0.307485 5:0.773504881004987 6:0.534397 7:0.413262 8:0.380248 9:0.38447 10:0.961379170120588 11:0.741639344262295 12:0.602739726027397 13:0.684931506849315 14:0.747848070605937 15:0.813337984436803 16:0.732876712328767 17:1.25377939362 18:0.1333 19:0.2 20:0 #1AIL:model_22397
0 1:0.51427 2:0.690667352905634 3:0.598051613917714 4:0.204504 5:0.631266445615807 6:0.472737 7:0.420026 8:0.342292 9:0.385718 10:0.914285095544773 11:0.704590163934426 12:0.73972602739726 13:0.63013698630137 14:0.719618826146792 15:0.819038550792408 16:0.821917808219178 17:1.27478799035 18:0.1333 19:0 20:0.2 #1AIL:model_41139
0 1:0.55078 2:0.67799099098838 3:0.64161434975677 4:0.243555 5:0.699384109904678 6:0.405617 7:0.333981 8:0.216615 9:0.226159 10:0.945705327720436 11:0.719426229508197 12:0.643835616438356 13:0.616438356164384 14:0.723714403375078 15:0.82114541321477 16:0.767123287671233 17:1.22835768059 18:0.0667 19:0 20:0.3333 #1AIL:model_6341
0 1:0.58285 2:0.696604228000965 3:0.655763367530831 4:0.2868 5:0.714969079919197 6:0.461218 7:0.369269 8:0.283521 9:0.30497 10:0.935039419813494 11:0.726147540983607 12:0.63013698630137 13:0.684931506849315 14:0.728864912558703 15:0.820085867316719 16:0.746575342465753 17:1.26599762192 18:0.0667 19:0 20:0.2 #1AIL:model_12534
0 1:0.65282 2:0.688207074153897 3:0.719127357094901 4:0.324128 5:0.777165629063822 6:0.558634 7:0.433817 8:0.373313 9:0.38587 10:0.961054812369388 11:0.741639344262295 12:0.547945205479452 13:0.726027397260274 14:0.749393530495532 15:0.813830099846401 16:0.705479452054795 17:1.26834967391 18:0.1333 19:0.2 20:0 #1AIL:model_29825
0 1:0.71252 2:0.69455304581814 3:0.723620397707865 4:0.302564 5:0.792676159333376 6:0.488527 7:0.395386 8:0.330809 9:0.343149 10:0.973281150555655 11:0.733688524590164 12:0.602739726027397 13:0.780821917808219 14:0.741929916259913 15:0.81585979005308 16:0.732876712328767 17:1.24372663543 18:0.1333 19:0.2667 20:0.1333 #1AIL:model_38163
0 1:0.68071 2:0.701538792352725 3:0.694357242664813 4:0.288499 5:0.756957537718578 6:0.517982 7:0.330545 8:0.32594 9:0.330405 10:0.944110849502094 11:0.738196721311475 12:0.671232876712329 13:0.684931506849315 14:0.747733113572451 15:0.821280270631404 16:0.773972602739726 17:1.28740329499 18:0.0667 19:0.0667 20:0.2 #1AIL:model_5757
0 1:0.49949 2:0.67163020104464 3:0.665420731634059 4:0.274059 5:0.71519933442754 6:0.405055 7:0.346263 8:0.264102 9:0.261048 10:0.939345341147115 11:0.736065573770492 12:0.561643835616438 13:0.575342465753425 14:0.743318143757391 15:0.821277451352782 16:0.712328767123288 17:1.18850028928 18:0.2 19:0.1333 20:0.4 #1AIL:model_34764
0 1:0.52791 2:0.68211123582036 3:0.629032614577321 4:0.206252 5:0.659653347957831 6:0.461565 7:0.327593 8:0.21006 9:0.307951 10:0.925540766692213 11:0.728032786885246 12:0.684931506849315 13:0.643835616438356 14:0.741252063577034 15:0.822093508316438 16:0.773972602739726 17:1.26301402552 18:0.1333 19:0 20:0.2 #1AIL:model_50031
0 1:0.53055 2:0.668531644706344 3:0.690842488368532 4:0.263805 5:0.736041010773731 6:0.431017 7:0.463997 8:0.361933 9:0.385948 10:0.935207493915284 11:0.750491803278688 12:0.643835616438356 13:0.616438356164384 14:0.756482256351509 15:0.826658845295262 16:0.767123287671233 17:1.23813980685 18:0.1333 19:0.2 20:0.2 #1AIL:model_20197
0 1:0.53048 2:0.685798041147097 3:0.64278462184478 4:0.184525 5:0.67390369494771 6:0.252872 7:0.229684 8:0.11459 9:0.146206 10:0.93095342650999 11:0.729836065573771 12:0.657534246575342 13:0.602739726027397 14:0.736034551294333 15:0.815093753084877 16:0.76027397260274 17:1.23334819974 18:0.2 19:0.0667 20:0.2 #1AIL:model_29535
0 1:0.57782 2:0.705867101671075 3:0.612408507344021 4:0.203981 5:0.662808789638701 6:0.460046 7:0.355693 8:0.273529 9:0.367844 10:0.931374754716482 11:0.705573770491803 12:0.643835616438356 13:0.684931506849315 14:0.71412442186792 15:0.80412757130538 16:0.76027397260274 17:1.25655226797 18:0.1333 19:0 20:0.1333 #1AIL:model_24189
0 1:0.55983 2:0.678665464202891 3:0.631029267305858 4:0.182755 5:0.670215924604928 6:0.325664 7:0.312339 8:0.233973 9:0.208715 10:0.943382488290757 11:0.711147540983607 12:0.684931506849315 13:0.657534246575342 14:0.722698907490479 15:0.813894782330888 16:0.773972602739726 17:1.29243949076 18:0.0667 19:0 20:0.2 #1AIL:model_44166
0 1:0.5527 2:0.673902556191853 3:0.575551858914711 4:0.156689 5:0.601083794688888 6:0.356157 7:0.335028 8:0.230619 9:0.250034 10:0.926401349405244 11:0.710491803278689 12:0.712328767123288 13:0.684931506849315 14:0.722760286615465 15:0.813997778288775 16:0.794520547945205 17:1.20519130783 18:0.2 19:0 20:0.4667 #1AIL:model_30731
0 1:0.57606 2:0.705447379217257 3:0.638762767877125 4:0.244085 5:0.683702917955516 6:0.355013 7:0.385174 8:0.266506 9:0.28 10:0.945256568665549 11:0.728114754098361 12:0.726027397260274 13:0.657534246575342 14:0.734727769042986 15:0.813230234051588 16:0.801369863013699 17:1.30791653974 18:0 19:0 20:0.2667 #1AIL:model_10506
0 1:0.56835 2:0.684114843018489 3:0.617911753024182 4:0.209315 5:0.658840213686005 6:0.279453 7:0.253312 8:0.171296 9:0.155273 10:0.939293848151004 11:0.721393442622951 12:0.671232876712329 13:0.753424657534247 14:0.728336258994272 15:0.818260402387574 16:0.773972602739726 17:1.22749629018 18:0.3333 19:0 20:0 #1AIL:model_6994
0 1:0.5888 2:0.689888089146151 3:0.645732824473787 4:0.249876 5:0.688754388506618 6:0.384066 7:0.280178 8:0.2626 9:0.20379 10:0.935513564434221 11:0.731393442622951 12:0.726027397260274 13:0.698630136986301 14:0.739930177133138 15:0.821587326727788 16:0.801369863013699 17:1.22879083603 18:0.2 19:0.0667 20:0 #1AIL:model_12799
0 1:0.63541 2:0.702077234920638 3:0.70267353284491 4:0.25773 5:0.756090667150643 6:0.542529 7:0.543641 8:0.439264 9:0.470294 10:0.94315678534519 11:0.748688524590164 12:0.753424657534247 13:0.671232876712329 14:0.752411980181416 15:0.821350807000333 16:0.808219178082192 17:1.28879747134 18:0.0667 19:0.1333 20:0.2667 #1AIL:model_41910
0 1:0.62528 2:0.697191549639449 3:0.662104563010165 4:0.308301 5:0.714730708499043 6:0.55617 7:0.424268 8:0.314999 9:0.393684 10:0.936000822925452 11:0.73655737704918 12:0.698630136986301 13:0.726027397260274 14:0.74581938575815 15:0.831126572070092 16:0.808219178082192 17:1.29312499061 18:0.3333 19:0 20:0 #1AIL:model_18198
0 1:0.48229 2:0.688018802793139 3:0.609354497815051 4:0.186771 5:0.648815257033437 6:0.34371 7:0.323067 8:0.206297 9:0.252165 10:0.921778770207692 11:0.695245901639344 12:0.684931506849315 13:0.616438356164384 14:0.706293543013652 15:0.811218902950476 16:0.794520547945205 17:1.26129678997 18:0.2 19:0 20:0.3333 #1AIL:model_48794
0 1:0.57497 2:0.68489392323996 3:0.655260009776322 4:0.215293 5:0.692990001999032 6:0.42751 7:0.315829 8:0.252432 9:0.290181 10:0.938400661227819 11:0.733688524590164 12:0.684931506849315 13:0.726027397260274 14:0.741097554444215 15:0.811250506118086 16:0.794520547945205 17:1.19273947974 18:0.2 19:0 20:0.3333 #1AIL:model_12928
